id,merchant_id,parent_sku,source_title,title_es,title_pt,brand,source_product_type,category_key,category_es,category_pt,site_category,secondary_categories,color_source,color_es,color_pt,available_sizes,available_variants,total_variants,current_price_eur,original_price_eur,discount_percent,availability,condition,active,launch_date,priority,editorial_score,affiliate_url,landing_url,image_urls,source_description,description_es,description_pt,short_description_es,short_description_pt,labels,translation_status
lounge-15612539175294,lounge-eu,15612539175294,Cassandra Intimates Bra (Set) - Black,Sujetador de lencería Cassandra – negro,Soutien de lingerie Cassandra – preto,Lounge Underwear,Intimates Set,lingerie_bras,Lencería · Sujetadores,Lingerie · Soutiens,women-fashion,,Black,negro,preto,,44,48,100.0,,0,in_stock,new,True,2025-10-07,B,18,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15612539175294&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcassandra-intimates-set-black&intsrc=CATF_35417,https://eu.lounge.com/products/cassandra-intimates-set-black,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.CassandraIntimates_4bfe8c86-155d-4920-b546-02aa24c6e339.jpg?v=1762164914|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.CassandraIntimates_66bfb6f7-8a54-482c-bc9a-3cb84449982e.jpg?v=1762164913|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.CassandraIntimates_bfe9e054-3567-4015-9af4-b76566a21e28.jpg?v=1762164913|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.CassandraIntimates_b177de8b-e11d-4bc8-a62f-db5369ebed8a.jpg?v=1762164914|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5.CassandraIntimates_3584b2fb-d3be-4784-af01-7c6fa3954f27.jpg?v=1762164913|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6.CassandraIntimates_fad6ecbc-f685-470c-a305-5dee40a2992e.jpg?v=1762164913,"Three-piece set with matching bra, suspender, and G-string Underwired Balcony bra with three-piece lace and tulle cup Satin binding details throughout Floral eyelash lace trims Cut-out details Lace, mesh, and satin panels Decorative strap elastic and picot elastic trims Satin bow and rosebud details throughout Gold metal heart-shaped charm with diamanté detail Gold logo-engraved metal hardware throughout Metal suspender clips with satin ribbons Padded hook and eye fastening with embossed logo Satin G-string with cotton inner gusset liner",Sujetador de lencería Cassandra – negro de Lounge. Disponible como variante única. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Soutien de lingerie Cassandra – preto da Lounge. Disponível como variante única. O preço e o stock devem ser confirmados na loja antes de concluir a compra.,Sujetador de lencería Cassandra – negro. Disponible en Lounge EU desde 100.00 €.,Soutien de lingerie Cassandra – preto. Disponível na Lounge EU desde 100.00 €.,"03/11/25,10%-discount,collection-auto_after-dark,collection-auto_black-underwear,collection-auto_intimate-sets,collection-auto_intimates,collection-auto_lena,collection-auto_november-intimates,collection-auto_underwear,color_black,june-sale-26,only-swatch,staff-50",borrador_controlado_revisar_antes_de_publicar
lounge-7164783558692,lounge-eu,7164783558692,Catherine Intimates Bra - Black,Sujetador de lencería Catherine – negro,Soutien de lingerie Catherine – preto,Lounge Underwear,Intimates Set,lingerie_bras,Lencería · Sujetadores,Lingerie · Soutiens,women-fashion,,Black,negro,preto,,35,55,40.0,50.0,20,in_stock,new,True,2022-10-17,B,24,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7164783558692&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcatherine-intimates-set-black&intsrc=CATF_35417,https://eu.lounge.com/products/catherine-intimates-set-black,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4CatherineBlackIntimates-Samaria_b31b2851-15b6-4cab-a1d2-8a56c06125ea.jpg?v=1781600281|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1CatherineBlackIntimates-Samaria_8d335da7-7273-4f39-a4ea-3c7da9839fdf.jpg?v=1781600281|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2CatherineBlackIntimates-Samaria_23ae5858-8953-4765-9b80-7c1fd1ad84b1.jpg?v=1781600282|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3CatherineBlackIntimates-Samaria_ce55e9b6-393e-4fd6-8d9b-070cae3268e1.jpg?v=1781600281|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5CatherineBlackIntimates-Samaria_f01f10d6-c425-4255-9560-70c12b0e2c0d.jpg?v=1781600281|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1BlackCatherineIntimatesSetLeslie_9477265a-659d-4ed4-8f36-8ff8b97758ab.jpg?v=1781600281,"Underwired bra, no padding Floral stretch embroidery, with glitter lurex thread Decorative elastic and bows paired with satin fabrication Jewel charm detail Cut out details Hook and eye fastening Rosegold Lounge engraved hardware 55% Recycled Polyamide, 23% Polyester, 7% Elastane, 15% Metallised Fibre We’re dimming the lights, and upping the intimacy in our Catherine Intimates Bra. Featuring delicate embroidery that shimmers and shines, it will be all eyes on you.",Sujetador de lencería Catherine – negro de Lounge. Disponible como variante única. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Soutien de lingerie Catherine – preto da Lounge. Disponível como variante única. O preço e o stock devem ser confirmados na loja antes de concluir a compra.,Sujetador de lencería Catherine – negro. Disponible en Lounge EU desde 40.00 €.,Soutien de lingerie Catherine – preto. Disponível na Lounge EU desde 40.00 €.,"12.05-intimates,20%-discount,black-friday-boost,collection-auto_back-in-stock,collection-auto_black-underwear,collection-auto_christmas,collection-auto_christmas24,collection-auto_intimate-sets,collection-auto_intimates,collection-auto_lace-sets,collection-auto_little-black-bras,collection-auto_outlet,collection-auto_underwear,collection-auto_valentines25,collection-auto_valentines26,color_black,exclude-bfcm,filter-collection-child_intimates,filter-collection_intimates,filter-color_black,june-sale-26,LBB-EDIT,merch-boost,merch-list-sale,micro-collection_intimate-sets,only-swatch,outlet-14/05,Product Variant Added,set-type_intimates,set_catherine-intimates,size_bras,sustainable,valentines-10,valentines-2024",borrador_controlado_revisar_antes_de_publicar
lounge-7164783427620,lounge-eu,7164783427620,Celine Intimates Bra - Green,Sujetador de lencería Celine – verde,Soutien de lingerie Celine – verde,Lounge Underwear,Intimates Set,lingerie_bras,Lencería · Sujetadores,Lingerie · Soutiens,women-fashion,,Green,verde,verde,,51,55,36.0,45.0,20,in_stock,new,True,2022-10-17,B,29,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7164783427620&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fceline-intimates-set-green&intsrc=CATF_35417,https://eu.lounge.com/products/celine-intimates-set-green,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1CelineIntimatesSet-Adison_6f64f9b9-4d2d-4938-99f7-9f605b60e4e9.jpg?v=1781600282|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2CelineIntimatesSet-Adison_d1a025cc-1b7c-48d5-92b2-3d56c41a46bf.jpg?v=1781600282|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3CelineIntimatesSet-Adison_b6510d31-c51b-40d1-8521-cd44469e7fef.jpg?v=1781600282|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5CelineIntimatesSet-Adison_b9147175-2d79-4cd0-bd8f-0dfaa46ac69c.jpg?v=1781600282|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6CelineIntimatesSet-Adison_e1e6b77f-0f71-4168-94de-646e815f8886.jpg?v=1781600283|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4GreenCelineIntimatesSetLeslie_983c3366-a00a-4b52-be6b-326e40ea7d3b.jpg?v=1781600282,"Underwired bra, no padding Floral stretch embroidery, with glitter lurex thread and decorative edging Organza bows with jewel charm detail Lounge woven straps and satin fabrication Hook and eye fastening Rosegold Lounge engraved hardware 54% Recycled Polyamide, 34% Polyester, 6% Elastane, 6% Metallised Fibre We’re dimming the lights, and upping the intimacy in our Celine Intimates Bra. With intricate embroidery and shimmering details, it's time to let the set do the talking.",Sujetador de lencería Celine – verde de Lounge. Disponible como variante única. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Soutien de lingerie Celine – verde da Lounge. Disponível como variante única. O preço e o stock devem ser confirmados na loja antes de concluir a compra.,Sujetador de lencería Celine – verde. Disponible en Lounge EU desde 36.00 €.,Soutien de lingerie Celine – verde. Disponível na Lounge EU desde 36.00 €.,"12.05-intimates,20%-discount,boost-merch,collection-auto_christmas,collection-auto_christmas23,collection-auto_christmas24,collection-auto_gifting,collection-auto_green-underwear,collection-auto_intimate-sets,collection-auto_intimates,collection-auto_lace-sets,collection-auto_outlet,collection-auto_underwear,color_green,exclude-bfcm,filter-collection-child_intimates,filter-collection_intimates,filter-color_green,june-sale-26,merch-list-sale,micro-collection_intimate-sets,only-swatch,outlet-14/05,Product Variant Added,set-type_intimates,set_celine-intimates,size_bras,sustainable",borrador_controlado_revisar_antes_de_publicar
lounge-15855279243646,lounge-eu,15855279243646,Cynthia Intimates Bra (Set) - Champagne,Sujetador de lencería Cynthia – champán,Soutien de lingerie Cynthia – champanhe,Lounge Underwear New,Intimates Set,lingerie_bras,Lencería · Sujetadores,Lingerie · Soutiens,women-fashion,,Champagne,champán,champanhe,,37,48,100.0,,0,in_stock,new,True,2026-04-10,B,23,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15855279243646&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcynthia-intimates-set-champagne&intsrc=CATF_35417,https://eu.lounge.com/products/cynthia-intimates-set-champagne,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.CynthiaIntimates_31c90bbb-401c-4c19-b446-c2f82e29055c.jpg?v=1779287991|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.CynthiaIntimates_be1b5ebe-e8a4-43b4-a7d9-a9e82e292c43.jpg?v=1779287991|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.CynthiaIntimates_0cdf0eec-1c5b-4377-9a6a-c2ae50ec1c18.jpg?v=1779287990|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5.CynthiaIntimates_1.jpg?v=1779287991|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5.CynthiaIntimates_2_286c0334-5736-4f81-9a4c-66f4357d8e33.jpg?v=1779287991|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6.CynthiaIntimates_9252a9a4-4644-400c-b276-de0d98857cad.jpg?v=1779287991,"Three-piece set with matching bra, suspender, and thong Underwired Balcony bra with two-piece cup Floral eyelash lace Crossover satin binding to cups Polka-dot tulle, lace, mesh, and satin panels Decorative strap elastic and picot elastics throughout Gold logo-engraved metal hardware throughout Organza and skinny satin bow details throughout Padded hook and eye fastening with embossed logo to bra and suspenders Floral eyelash lace and tulle panels throughout Satin binding details throughout Metal suspender clips with satin ribbons Satin thong with cotton inner gusset liner Cynthia Intimates, in opulent Champagne, is designed to demand attention. Bold crossover details contrast beautifully with delicate floral lace to bring you a set that's quietly powerful.",Sujetador de lencería Cynthia – champán de Lounge. Disponible como variante única. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Soutien de lingerie Cynthia – champanhe da Lounge. Disponível como variante única. O preço e o stock devem ser confirmados na loja antes de concluir a compra.,Sujetador de lencería Cynthia – champán. Disponible en Lounge EU desde 100.00 €.,Soutien de lingerie Cynthia – champanhe. Disponível na Lounge EU desde 100.00 €.,"20%-discount,21/05/2026,additional-features,collection-auto_bridal,collection-auto_cream-underwear,collection-auto_gifts-for-her,collection-auto_intimate-sets,collection-auto_intimates,collection-auto_underwear,color_champagne,color_cream,june-sale-26,latest-swatch,main-swatch,new,staff-50",borrador_controlado_revisar_antes_de_publicar
lounge-15612539568510,lounge-eu,15612539568510,Cynthia Intimates Bra (Set) - Chocolate,Sujetador de lencería Cynthia – chocolate,Soutien de lingerie Cynthia – chocolate,Lounge Underwear New,Intimates Set,lingerie_bras,Lencería · Sujetadores,Lingerie · Soutiens,women-fashion,,Chocolate,chocolate,chocolate,,47,48,100.0,,0,in_stock,new,True,2025-10-07,B,18,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15612539568510&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fcynthia-intimates-set-chocolate&intsrc=CATF_35417,https://eu.lounge.com/products/cynthia-intimates-set-chocolate,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.CynthiaIntimates_304c0eb3-1e56-48cb-a365-f112bd535045.jpg?v=1762164913|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.CynthiaIntimates_44536cec-7aaa-472a-b868-bd5878ad5e60.jpg?v=1762164913|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.CynthiaIntimates_acbaea05-3426-4b5e-8f06-66eff7a5520e.jpg?v=1762164913|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.CynthiaIntimates_d5707c40-ecd9-42f8-8dad-ea2d12f802c3.jpg?v=1762164914|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5.CynthiaIntimates_cf06bebb-083e-4910-a14a-d4a3d5a3935c.jpg?v=1762164914|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6.CynthiaIntimates_7471df96-0ba3-4472-b0ee-64ddf4ce8123.jpg?v=1762164913,"Three-piece set with matching bra, suspender, and thong Underwired Balcony bra with two-piece cup Floral eyelash lace Crossover satin binding to cups Tulle, lace, mesh, and satin panels Decorative strap elastic and picot elastics throughout Gold logo-engraved metal hardware throughout Organza and skinny satin bow details throughout Gold droplet charms with diamanté detail Padded hook and eye fastening with embossed logo to bra and suspenders Floral eyelash lace and tulle panels throughout Satin binding details throughout Metal suspender clips with satin ribbons Satin thong with cotton inner gusset liner",Sujetador de lencería Cynthia – chocolate de Lounge. Disponible como variante única. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Soutien de lingerie Cynthia – chocolate da Lounge. Disponível como variante única. O preço e o stock devem ser confirmados na loja antes de concluir a compra.,Sujetador de lencería Cynthia – chocolate. Disponible en Lounge EU desde 100.00 €.,Soutien de lingerie Cynthia – chocolate. Disponível na Lounge EU desde 100.00 €.,"03/11/25,10%-discount,collection-auto_after-dark,collection-auto_brown-underwear,collection-auto_intimate-sets,collection-auto_intimates,collection-auto_november-intimates,collection-auto_underwear,color_brown,color_chocolate,june-sale-26,new,only-swatch,staff-50,summer-sale-hero-26",borrador_controlado_revisar_antes_de_publicar
lounge-6645982298148,lounge-eu,6645982298148,Danielle Intimates Bra - Red,Sujetador de lencería Danielle – rojo,Soutien de lingerie Danielle – vermelho,Lounge Underwear,Intimates Set,lingerie_bras,Lencería · Sujetadores,Lingerie · Soutiens,women-fashion,,Red,rojo,vermelho,,22,51,30.0,50.0,40,in_stock,new,True,2021-06-15,B,23,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=6645982298148&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fdanielle-intimates-set-red&intsrc=CATF_35417,https://eu.lounge.com/products/danielle-intimates-set-red,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1DanielleIntimates-Leidy.jpg?v=1781600281|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2DanielleIntimates-Leidy.jpg?v=1781600281|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3DanielleIntimates-Leidy.jpg?v=1781600282|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4DanielleIntimates-Leidy.jpg?v=1781600282|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1RedDanielleIntimatesSetLeslie.jpg?v=1781600281|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2RedDanielleIntimatesSetLeslie.jpg?v=1781600282,"Soft underwired bra Floral embroidery Hook and eye fastening Adjustable Lounge embossed straps Rose gold Lounge engraved hardware 66% Polyester, 34% Polyamide",Sujetador de lencería Danielle – rojo de Lounge. Disponible como variante única. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Soutien de lingerie Danielle – vermelho da Lounge. Disponível como variante única. O preço e o stock devem ser confirmados na loja antes de concluir a compra.,Sujetador de lencería Danielle – rojo. Disponible en Lounge EU desde 30.00 €.,Soutien de lingerie Danielle – vermelho. Disponível na Lounge EU desde 30.00 €.,"12.05-intimates,50%-discount,collection-auto_christmas,collection-auto_christmas23,collection-auto_christmas24,collection-auto_halloween,collection-auto_intimate-sets,collection-auto_intimates,collection-auto_lace-sets,collection-auto_outlet,collection-auto_red-lace-bras,collection-auto_red-underwear,collection-auto_underwear,collection-auto_valentines25,color_red,filter-collection-child_intimates,filter-collection_intimates,filter-color_red,intimates-boost,intimates-split-outlet-25,june-sale-26,merch-boost,micro-collection_intimate-sets,only-swatch,outlet-14/05,outlet-boost-top,OUTLET-INTIMATES,OUTLET-JANUARY,ruby-boost,set-type_intimates,set_danielle-intimates,size_bras,top-section-boost,valentines-2024,xmas-eve-outlet",borrador_controlado_revisar_antes_de_publicar
lounge-15372671353214,lounge-eu,15372671353214,Elina Intimates Bra - Blue,Sujetador de lencería Elina – azul,Soutien de lingerie Elina – azul,Lounge Underwear,Intimates Set,lingerie_bras,Lencería · Sujetadores,Lingerie · Soutiens,women-fashion,,Blue,azul,azul,,32,48,44.0,55.0,20,in_stock,new,True,2025-05-16,B,19,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15372671353214&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Felina-intimates-set-blue&intsrc=CATF_35417,https://eu.lounge.com/products/elina-intimates-set-blue,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1ElaraIntimatesSet.jpg?v=1781600281|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2ElaraIntimatesSet.jpg?v=1781600281|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3ElaraIntimatesSet.jpg?v=1781600281|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4ElaraIntimatesSet.jpg?v=1781600282|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5ElaraIntimatesSet.jpg?v=1781600282|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6ElaraIntimatesSet.jpg?v=1781600281,"Underwired Balcony bra, no padding Three-piece cup Visual printed embroidery with sparkle lurex thread Luxurious satin binding finishes Polka-dot mesh panels Decorative floral elastic strap Keyhole cut-out detail to centre-front Decorative frill elastic trim Padded hook and eye fastening Gold engraved hardware Satin bow with rosebud bouquet details",Sujetador de lencería Elina – azul de Lounge. Disponible como variante única. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Soutien de lingerie Elina – azul da Lounge. Disponível como variante única. O preço e o stock devem ser confirmados na loja antes de concluir a compra.,Sujetador de lencería Elina – azul. Disponible en Lounge EU desde 44.00 €.,Soutien de lingerie Elina – azul. Disponível na Lounge EU desde 44.00 €.,"12.05-intimates,20%-discount,collection-auto_blue-underwear,collection-auto_elara,collection-auto_intimate-sets,collection-auto_intimates,collection-auto_midsummer,collection-auto_midsummer-intimates,collection-auto_outlet,collection-auto_something-blue,collection-auto_spring,collection-auto_underwear,collection-auto_waspie,color_blue,june-sale-26,only-swatch,outlet-14/05,staff-50",borrador_controlado_revisar_antes_de_publicar
lounge-15776234176894,lounge-eu,15776234176894,Elizabeth Intimates Bra (Set) - White,Sujetador de lencería Elizabeth – blanco,Soutien de lingerie Elizabeth – branco,Lounge Underwear,Intimates Set,lingerie_bras,Lencería · Sujetadores,Lingerie · Soutiens,women-fashion,,White,blanco,branco,,48,48,110.0,,0,in_stock,new,True,2026-02-11,B,18,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15776234176894&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Felizabeth-intimates-set-white&intsrc=CATF_35417,https://eu.lounge.com/products/elizabeth-intimates-set-white,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3ELIZABETHINTIMATESSET.jpg?v=1774204122|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1ELIZABETHINTIMATESSET.jpg?v=1774204122|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2ELIZABETHINTIMATESSET.jpg?v=1774204122|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4ELIZABETHINTIMATESSET.jpg?v=1772114924|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5ELIZABETHINTIMATESSET.jpg?v=1772114924|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6ELIZABETHINTIMATESSET.jpg?v=1772114924,"Three-piece set with matching bra, suspender, and G-string Underwired Balcony bra with lower padded cup and embroidery overlay Boning details to each side for added structure Pleated chiffon, lace, and embroidery panels throughout Decorative strap elastics Padded hook and eye fastening with debossed logo Satin-covered buttons to centre-back Adjustable suspender straps and garters Satin G-string with cotton gusset liner Keyhole cut-out details throughout Decorative picot elastic trims Satin binding details Satin and organza bow details Gold diamanté infinity charms Gold engraved hardware The Elizabeth Intimates Set is a masterpiece that simply belongs in a bridal wardrobe. With chiffon panels, structured boning, organza bows, and gold charms, this is true love in lingerie form. You deserve 'Something Lounge' on your wedding day - and your wedding day deserves Elizabeth Intimates.",Sujetador de lencería Elizabeth – blanco de Lounge. Disponible como variante única. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Soutien de lingerie Elizabeth – branco da Lounge. Disponível como variante única. O preço e o stock devem ser confirmados na loja antes de concluir a compra.,Sujetador de lencería Elizabeth – blanco. Disponible en Lounge EU desde 110.00 €.,Soutien de lingerie Elizabeth – branco. Disponível na Lounge EU desde 110.00 €.,"10%-discount,27/02/2026,bridal-2,collection-auto_bridal,collection-auto_bridal-collection,collection-auto_intimate-sets,collection-auto_intimates,collection-auto_lace-sets,collection-auto_lingerie,collection-auto_underwear,collection-auto_white-underwear,color_white,june-sale-26,only-swatch,sale-boost,staff-50",borrador_controlado_revisar_antes_de_publicar
lounge-7278454865956,lounge-eu,7278454865956,Ella Intimates Bra (Set) - White,Sujetador de lencería Ella – blanco,Soutien de lingerie Ella – branco,Lounge Underwear,Intimates Set,lingerie_bras,Lencería · Sujetadores,Lingerie · Soutiens,women-fashion,,White,blanco,branco,,50,55,95.0,,0,in_stock,new,True,2023-05-11,B,18,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7278454865956&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fella-intimates-set-white&intsrc=CATF_35417,https://eu.lounge.com/products/ella-intimates-set-white,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1EllaIntimatesSet-Muriel.jpg?v=1710423889|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2EllaIntimatesSet-Muriel.jpg?v=1710423890|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3EllaIntimatesSet-Muriel.jpg?v=1710423887|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4EllaIntimatesSet-Muriel.jpg?v=1710423888|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5EllaIntimatesSet-Muriel.jpg?v=1710423893|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6EllaIntimatesSet-Muriel.jpg?v=1710423887,"Meet the star of the show: the Ella Intimates Set. With its feminine, gingham-inspired fabrication and its gorgeously girly floral details, this truly is summer in a set. Underwired bra, no padding Floral embroidery with gingham satin fabrication Gingham decorative bows with flower details Cut out details Matching bra and thong set with adjustable suspender belt and leg straps Gingham hook and eye fastening Rose gold Lounge engraved hardware 56% Polyester, 40% Recycled Polyester, 4% Elastane",Sujetador de lencería Ella – blanco de Lounge. Disponible como variante única. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Soutien de lingerie Ella – branco da Lounge. Disponível como variante única. O preço e o stock devem ser confirmados na loja antes de concluir a compra.,Sujetador de lencería Ella – blanco. Disponible en Lounge EU desde 95.00 €.,Soutien de lingerie Ella – branco. Disponível na Lounge EU desde 95.00 €.,"07/23,20%-discount,collection-auto_back-in-stock,collection-auto_bold-bright,collection-auto_bridal,collection-auto_christmas23,collection-auto_christmas24,collection-auto_intimate-sets,collection-auto_intimates,collection-auto_lace-sets,collection-auto_spring,collection-auto_sustainable,collection-auto_underwear,collection-auto_wedding-night,collection-auto_white-underwear,color_white,filer-collection-child_sustainable,filter-collection-child_intimates,filter-collection_intimates,filter-color_white,group_ella-intimates,ignore-group,june-sale-26,micro-collection_intimate-sets,only-swatch,Product Variant Added,secret-garden,set-type_intimates,set_ella-intimates,size_bras,spring,summer-edit,sustainable",borrador_controlado_revisar_antes_de_publicar
lounge-7264862011428,lounge-eu,7264862011428,Florence Intimates Bra (Set) - Black,Sujetador de lencería Florence – negro,Soutien de lingerie Florence – preto,Lounge Underwear,Intimates Set,lingerie_bras,Lencería · Sujetadores,Lingerie · Soutiens,women-fashion,,Black,negro,preto,,44,55,90.0,,0,in_stock,new,True,2023-03-31,B,18,https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7264862011428&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fflorence-intimates-set-black&intsrc=CATF_35417,https://eu.lounge.com/products/florence-intimates-set-black,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1BlackFlorenceIntimates-Adison.jpg?v=1710422724|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2BlackFlorenceIntimates-Adison.jpg?v=1710422721|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3BlackFlorenceIntimates-Adison.jpg?v=1710422722|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4BlackFlorenceIntimates-Adison.jpg?v=1710422723|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5BlackFlorenceIntimates-Adison.jpg?v=1710422722|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6BlackFlorenceIntimates-Adison.jpg?v=1710422725,"Underwired bra with cut out details Satin and mesh panels with a floral lace and polka dot details Statement appliqué details Matching bra and thong set with adjustable suspender belt and leg straps Hook and eye fastening Adjustable Lounge embossed straps Rose gold Lounge engraved hardware 64% Polyester, 36% Polyamide Our Florence Intimates Set features a beautiful textured lace in a gorgeous appliqué style. Paired with a soft stretch polka dot mesh and picot edged elastic, this set embodies all things perfectly pretty with daring cut out details.",Sujetador de lencería Florence – negro de Lounge. Disponible como variante única. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Soutien de lingerie Florence – preto da Lounge. Disponível como variante única. O preço e o stock devem ser confirmados na loja antes de concluir a compra.,Sujetador de lencería Florence – negro. Disponible en Lounge EU desde 90.00 €.,Soutien de lingerie Florence – preto. Disponível na Lounge EU desde 90.00 €.,"20%-discount,black-friday-boost,collection-auto_back-in-stock,collection-auto_black-underwear,collection-auto_christmas23,collection-auto_christmas24,collection-auto_halloween,collection-auto_intimate-sets,collection-auto_intimates,collection-auto_lace-sets,collection-auto_lena,collection-auto_little-black-bras,collection-auto_nightfall,collection-auto_sustainable,collection-auto_underwear,collection-auto_valentines25,collection-auto_valentines26,color_black,filer-collection-child_sustainable,filter-collection-child_intimates,filter-collection_intimates,filter-color_black,group_florence-intimates,ignore-group,june-sale-26,latest-swatch,LBB-EDIT,main-swatch,micro-collection_intimate-sets,mid-section-boost,Product Variant Added,ruby-boost,set-type_intimates,set_florence-intimates,size_bras,sustainable,valentines-2024",borrador_controlado_revisar_antes_de_publicar
