id,merchant_id,market,currency,source_sku,title,source_title,brand,department,category,categories,description,short_description,image_urls,color,sizes,price,original_price,discount_percent,availability,condition,active,product_type,keywords,affiliate_url,landing_url,launch_date,priority,editorial_score,available_variants,total_variants,translation_status
lounge-15015459520894-es,lounge-eu,ES,EUR,15015459520894,Producto Lounge Pointelle Cardigan – Buttercup amarillo,Pointelle Cardigan - Buttercup Yellow,Lounge Underwear,Moda mujer,Pijamas,women-fashion,"Producto Lounge Pointelle Cardigan – Buttercup amarillo de Lounge. Tallas disponibles: L, XL, XXL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Producto Lounge Pointelle Cardigan – Buttercup amarillo. Disponible en Lounge EU desde 20.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1YELLOWPOINTELLECARDIGAN.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2YELLOWPOINTELLECARDIGAN.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3YELLOWPOINTELLECARDIGAN.jpg?v=1744790339|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4YELLOWPOINTELLECARDIGAN.jpg?v=1744790339|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5YELLOWPOINTELLECARDIGAN.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6YELLOWPOINTELLECARDIGAN.jpg?v=1744790339,Buttercup amarillo,"L,XL,XXL",20.0,40.0,50,in_stock,new,True,Sleep,"producto,lounge,pointelle,cardigan,buttercup,amarillo,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15015459520894&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fpointelle-cardigan-buttercup-yellow&intsrc=CATF_35417,https://eu.lounge.com/products/pointelle-cardigan-buttercup-yellow,2025-03-26,B,18,3,6,borrador_controlado_revisar_antes_de_publicar
lounge-15015460012414-es,lounge-eu,ES,EUR,15015460012414,Producto Lounge Pointelle Cardigan – rosa floral,Pointelle Cardigan - Pink Floral,Lounge Underwear,Moda mujer,Pijamas,women-fashion,"Producto Lounge Pointelle Cardigan – rosa floral de Lounge. Tallas disponibles: M, L, XL, XXL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Producto Lounge Pointelle Cardigan – rosa floral. Disponible en Lounge EU desde 20.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.PinkFloralPointelleCardigan.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.PinkFloralPointelleCardigan.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.PinkFloralPointelleCardigan.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.PinkFloralPointelleCardigan.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5.PinkFloralPointelleCardigan.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6.PinkFloralPointelleCardigan.jpg?v=1744790340,rosa floral,"M,L,XL,XXL",20.0,40.0,50,in_stock,new,True,Sleep,"producto,lounge,pointelle,cardigan,rosa,floral,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15015460012414&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fpointelle-cardigan-pink-floral&intsrc=CATF_35417,https://eu.lounge.com/products/pointelle-cardigan-pink-floral,2025-03-26,B,18,4,6,borrador_controlado_revisar_antes_de_publicar
lounge-7711585533988-es,lounge-eu,ES,EUR,7711585533988,Shorts Encaje Pyjama – Verde stripe,Lace Pyjama Shorts - Green Stripe,Lounge Underwear,Moda mujer,Pijamas,women-fashion,"Shorts Encaje Pyjama – Verde stripe de Lounge. Tallas disponibles: XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Shorts Encaje Pyjama – Verde stripe. Disponible en Lounge EU desde 20.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.GreenStripeLacePyjamaShorts-Ava.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.GreenStripeLacePyjamaShorts-Ava.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.GreenStripeLacePyjamaShorts-Ava.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.GreenStripeLacePyjamaShorts-Ava.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5.GreenStripeLacePyjamaShorts-Ava.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6.GreenStripeLacePyjamaShorts-Ava.jpg?v=1727425694,Verde stripe,"XXL,3XL",20.0,40.0,50,in_stock,new,True,Sleep,"shorts,encaje,pyjama,verde,stripe,lounge,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7711585533988&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Flace-pyjama-shorts-green-stripe&intsrc=CATF_35417,https://eu.lounge.com/products/lace-pyjama-shorts-green-stripe,2024-09-19,B,18,2,7,borrador_controlado_revisar_antes_de_publicar
lounge-7711585763364-es,lounge-eu,ES,EUR,7711585763364,Shorts Encaje Pyjama – blanco,Lace Pyjama Shorts - White,Lounge Underwear,Moda mujer,Pijamas,women-fashion,"Shorts Encaje Pyjama – blanco de Lounge. Tallas disponibles: XS, S, M, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Shorts Encaje Pyjama – blanco. Disponible en Lounge EU desde 20.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1WhiteLacePyjamaShorts-Miki.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2WhiteLacePyjamaShorts-Miki.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3WhiteLacePyjamaShorts-Miki.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4WhiteLacePyjamaShorts-Miki.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5WhiteLacePyjamaShorts-Miki.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6WhiteLacePyjamaShorts-Miki.jpg?v=1727425694,blanco,"XS,S,M,L,XL,XXL,3XL",20.0,40.0,50,in_stock,new,True,Sleep,"shorts,encaje,pyjama,blanco,lounge,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7711585763364&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Flace-pyjama-shorts-white&intsrc=CATF_35417,https://eu.lounge.com/products/lace-pyjama-shorts-white,2024-09-19,B,22,7,7,borrador_controlado_revisar_antes_de_publicar
lounge-7711586680868-es,lounge-eu,ES,EUR,7711586680868,Shorts Pointelle Pyjama – Blanco floral,Pointelle Pyjama Shorts - White Floral,Lounge Underwear,Moda mujer,Pijamas,women-fashion,Shorts Pointelle Pyjama – Blanco floral de Lounge. Tallas disponibles: 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Shorts Pointelle Pyjama – Blanco floral. Disponible en Lounge EU desde 20.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1PointellePyjamaShorts-White.png?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2PointellePyjamaShorts-White.png?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3PointellePyjamaShorts-White.png?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4PointellePyjamaShorts_White.png?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5PointellePyjamaShorts-White.png?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6PointellePyjamaShorts-White.png?v=1727425695,Blanco floral,3XL,20.0,40.0,50,in_stock,new,True,Sleep,"shorts,pointelle,pyjama,blanco,floral,lounge,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7711586680868&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fpointelle-pyjama-shorts-white-floral&intsrc=CATF_35417,https://eu.lounge.com/products/pointelle-pyjama-shorts-white-floral,2024-09-19,B,18,1,7,borrador_controlado_revisar_antes_de_publicar
lounge-7711586811940-es,lounge-eu,ES,EUR,7711586811940,Shorts Pointelle Pyjama – Lila floral,Pointelle Pyjama Shorts - Lilac Floral,Lounge Underwear,Moda mujer,Pijamas,women-fashion,Shorts Pointelle Pyjama – Lila floral de Lounge. Tallas disponibles: 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.,Shorts Pointelle Pyjama – Lila floral. Disponible en Lounge EU desde 20.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.LilacPointellePyjamaShorts-Ava_486f5f2e-5128-4849-9eb0-bde915d79503.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.LilacPointellePyjamaShorts-Ava_c1b017f3-bdbb-4886-81fa-420ab5df2ccc.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.LilacPointellePyjamaShorts-Ava_a933a640-f9a6-402c-9bc9-4044549df6ce.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.LilacPointellePyjamaShorts-Ava_4b5a4a8d-492c-4d58-a741-9a170345b878.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5.LilacPointellePyjamaShorts-Ava_823d678c-4b99-49a7-a61a-e69bc99baccc.jpg?v=1727425694,Lila floral,3XL,20.0,40.0,50,in_stock,new,True,Sleep,"shorts,pointelle,pyjama,lila,floral,lounge,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7711586811940&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fpointelle-pyjama-shorts-lilac-floral&intsrc=CATF_35417,https://eu.lounge.com/products/pointelle-pyjama-shorts-lilac-floral,2024-09-19,B,18,1,7,borrador_controlado_revisar_antes_de_publicar
lounge-7711586910244-es,lounge-eu,ES,EUR,7711586910244,Shorts Pointelle Pyjama – blanco,Pointelle Pyjama Shorts - White,Lounge Underwear,Moda mujer,Pijamas,women-fashion,"Shorts Pointelle Pyjama – blanco de Lounge. Tallas disponibles: XS, S, M, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Shorts Pointelle Pyjama – blanco. Disponible en Lounge EU desde 20.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1WhitePointelleStrappyPyjamaShorts-Miki_35e914a4-dc53-446d-8255-a84c611d9f44.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2WhitePointelleStrappyPyjamaShorts-Miki_232168a3-3133-4747-b4a0-0679202972a1.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3WhitePointelleStrappyPyjamaShorts-Miki_2b7c9a39-f1df-441d-a5c6-2295f15360d1.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4WhitePointelleStrappyPyjamaShorts-Miki_3b1928bd-61f2-46ed-8f6b-c28f84f55a90.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5WhitePointelleStrappyPyjamaShorts-Miki_a7d3e0a4-416a-4683-8707-acf03b41e38e.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6WhitePointelleStrappyPyjamaShorts-Miki_ae740e45-a295-4795-bb96-9dfe74511bf9.jpg?v=1727425695,blanco,"XS,S,M,L,XL,XXL,3XL",20.0,40.0,50,in_stock,new,True,Sleep,"shorts,pointelle,pyjama,blanco,lounge,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7711586910244&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fpointelle-pyjama-shorts-white&intsrc=CATF_35417,https://eu.lounge.com/products/pointelle-pyjama-shorts-white,2024-09-19,B,22,7,7,borrador_controlado_revisar_antes_de_publicar
lounge-7711587008548-es,lounge-eu,ES,EUR,7711587008548,Shorts Pointelle Pyjama – rosa,Pointelle Pyjama Shorts - Pink,Lounge Underwear,Moda mujer,Pijamas,women-fashion,"Shorts Pointelle Pyjama – rosa de Lounge. Tallas disponibles: S, M, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Shorts Pointelle Pyjama – rosa. Disponible en Lounge EU desde 20.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.PinkPointellePyjamaShorts-Ava.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.PinkPointellePyjamaShorts-Ava.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.PinkPointellePyjamaShorts-Ava.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.PinkPointellePyjamaShorts-Ava.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.PinkPointellePyjamaShorts-Ava_1.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6.PinkPointellePyjamaShorts-Ava.jpg?v=1727425695,rosa,"S,M,L,XL,XXL,3XL",20.0,40.0,50,in_stock,new,True,Sleep,"shorts,pointelle,pyjama,rosa,lounge,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7711587008548&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fpointelle-pyjama-shorts-pink&intsrc=CATF_35417,https://eu.lounge.com/products/pointelle-pyjama-shorts-pink,2024-09-19,B,22,6,7,borrador_controlado_revisar_antes_de_publicar
lounge-14761231745406-es,lounge-eu,ES,EUR,14761231745406,Shorts Soft Tejido waffle Pyjama – crema,Soft Waffle Pyjama Shorts - Cream,Lounge Underwear,Moda mujer,Pijamas,women-fashion,"Shorts Soft Tejido waffle Pyjama – crema de Lounge. Tallas disponibles: XS, S, M, L, XL, XXL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Shorts Soft Tejido waffle Pyjama – crema. Disponible en Lounge EU desde 35.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.CreamWaffleShorts.jpg?v=1731942309|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.CreamWaffleShorts.jpg?v=1731942309|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.CreamWaffleShorts.jpg?v=1731942308|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.CreamWaffleShorts.jpg?v=1731942309|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5.CreamWaffleShorts.jpg?v=1731942308|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6.CreamWaffleShorts.jpg?v=1731942309,crema,"XS,S,M,L,XL,XXL",35.0,,0,in_stock,new,True,Sleep,"shorts,soft,tejido,waffle,pyjama,crema,lounge,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=14761231745406&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fsoft-waffle-pyjama-shorts-cream&intsrc=CATF_35417,https://eu.lounge.com/products/soft-waffle-pyjama-shorts-cream,2024-10-30,B,27,6,7,borrador_controlado_revisar_antes_de_publicar
lounge-7711585435684-es,lounge-eu,ES,EUR,7711585435684,Top Encaje Vest Pyjama – Verde stripe,Lace Vest Pyjama Top - Green Stripe,Lounge Underwear,Moda mujer,Pijamas,women-fashion,"Top Encaje Vest Pyjama – Verde stripe de Lounge. Tallas disponibles: XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Top Encaje Vest Pyjama – Verde stripe. Disponible en Lounge EU desde 20.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1LaceVestPyjamaTop-Green.png?v=1727425696|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2LaceVestPyjamaTop-Green.png?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3LaceVestPyjamaTop-Green.png?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4LaceVestPyjamaTop-Green.png?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5LaceVestPyjamaTop-Green.png?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6LaceVestPyjamaTop-Green.png?v=1727425695,Verde stripe,"XXL,3XL",20.0,40.0,50,in_stock,new,True,Sleep,"top,encaje,vest,pyjama,verde,stripe,lounge,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7711585435684&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Flace-vest-pyjama-top-green-stripe&intsrc=CATF_35417,https://eu.lounge.com/products/lace-vest-pyjama-top-green-stripe,2024-09-19,B,18,2,7,borrador_controlado_revisar_antes_de_publicar
lounge-7711585665060-es,lounge-eu,ES,EUR,7711585665060,Top Encaje Vest Pyjama – blanco,Lace Vest Pyjama Top - White,Lounge Underwear,Moda mujer,Pijamas,women-fashion,"Top Encaje Vest Pyjama – blanco de Lounge. Tallas disponibles: XS, S, M, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Top Encaje Vest Pyjama – blanco. Disponible en Lounge EU desde 20.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1WhiteLacePyjamaTop-Miki_f8e4325e-9143-4e46-852b-c713525aa2f5.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2WhiteLacePyjamaTop-Miki_40180124-1412-4271-96a4-f73d2705de84.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3WhiteLacePyjamaTop-Miki_cb07a0cc-8f53-4fee-952d-f3f61bd9e4b9.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4WhiteLacePyjamaTop-Miki_b1996ea3-4f1f-432c-9b56-90a2253d3c14.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5WhiteLacePyjamaTop-Miki_8fcff12f-2881-4b86-9496-fa444264e5e4.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6WhiteLacePyjamaTop-Miki_cf856de7-2b78-4089-96b4-b0592b316d47.jpg?v=1727425695,blanco,"XS,S,M,L,XL,XXL,3XL",20.0,40.0,50,in_stock,new,True,Sleep,"top,encaje,vest,pyjama,blanco,lounge,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7711585665060&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Flace-vest-pyjama-top-white&intsrc=CATF_35417,https://eu.lounge.com/products/lace-vest-pyjama-top-white,2024-09-19,B,22,7,7,borrador_controlado_revisar_antes_de_publicar
lounge-7711586582564-es,lounge-eu,ES,EUR,7711586582564,Top Pointelle Cami Pyjama – Blanco floral,Pointelle Cami Pyjama Top - White Floral,Lounge Underwear,Moda mujer,Pijamas,women-fashion,"Top Pointelle Cami Pyjama – Blanco floral de Lounge. Tallas disponibles: S, M, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Top Pointelle Cami Pyjama – Blanco floral. Disponible en Lounge EU desde 20.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1PointelleCamiPyjamaTop-White.png?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2PointelleCamiPyjamaTop-White.png?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3PointelleCamiPyjamaTop-White.png?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4PointelleCamiPyjamaTop-White.png?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5PointelleCamiPyjamaTop-White.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6PointelleCamiPyjamaTop--White.png?v=1727425695,Blanco floral,"S,M,L,XL,XXL,3XL",20.0,40.0,50,in_stock,new,True,Sleep,"top,pointelle,cami,pyjama,blanco,floral,lounge,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7711586582564&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fpointelle-cami-pyjama-top-white-floral&intsrc=CATF_35417,https://eu.lounge.com/products/pointelle-cami-pyjama-top-white-floral,2024-09-19,B,22,6,7,borrador_controlado_revisar_antes_de_publicar
lounge-15015460077950-es,lounge-eu,ES,EUR,15015460077950,Top Pointelle Cami Pyjama – Buttercup amarillo,Pointelle Cami Pyjama Top - Buttercup Yellow,Lounge Underwear,Moda mujer,Pijamas,women-fashion,"Top Pointelle Cami Pyjama – Buttercup amarillo de Lounge. Tallas disponibles: L, XL, XXL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Top Pointelle Cami Pyjama – Buttercup amarillo. Disponible en Lounge EU desde 17.50 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1YELLOWPOINTELLEPYJAMACAMITOP.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2YELLOWPOINTELLEPYJAMACAMITOP.jpg?v=1744790339|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3YELLOWPOINTELLEPYJAMACAMITOP.jpg?v=1744790339|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4YELLOWPOINTELLEPYJAMACAMITOP.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5YELLOWPOINTELLEPYJAMACAMITOP.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6YELLOWPOINTELLEPYJAMACAMITOP.jpg?v=1744790340,Buttercup amarillo,"L,XL,XXL",17.5,35.0,50,in_stock,new,True,Sleep,"top,pointelle,cami,pyjama,buttercup,amarillo,lounge,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15015460077950&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fpointelle-cami-pyjama-top-buttercup-yellow&intsrc=CATF_35417,https://eu.lounge.com/products/pointelle-cami-pyjama-top-buttercup-yellow,2025-03-26,B,18,3,6,borrador_controlado_revisar_antes_de_publicar
lounge-7711586779172-es,lounge-eu,ES,EUR,7711586779172,Top Pointelle Cami Pyjama – Lila floral,Pointelle Cami Pyjama Top - Lilac Floral,Lounge Underwear,Moda mujer,Pijamas,women-fashion,"Top Pointelle Cami Pyjama – Lila floral de Lounge. Tallas disponibles: M, L, XL, XXL, 3XL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Top Pointelle Cami Pyjama – Lila floral. Disponible en Lounge EU desde 20.00 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1.LilacPointelleCamiPyjamaTop-Ava.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2.LilacPointelleCamiPyjamaTop-Ava.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3.LilacPointelleCamiPyjamaTop-Ava.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4.LilacPointelleCamiPyjamaTop-Ava.jpg?v=1727425694|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5.LilacPointelleCamiPyjamaTop-Ava.jpg?v=1727425695|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6.LilacPointelleCamiPyjamaTop-Ava.jpg?v=1727425695,Lila floral,"M,L,XL,XXL,3XL",20.0,40.0,50,in_stock,new,True,Sleep,"top,pointelle,cami,pyjama,lila,floral,lounge,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=7711586779172&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fpointelle-cami-pyjama-top-lilac-floral&intsrc=CATF_35417,https://eu.lounge.com/products/pointelle-cami-pyjama-top-lilac-floral,2024-09-19,B,22,5,7,borrador_controlado_revisar_antes_de_publicar
lounge-15015459848574-es,lounge-eu,ES,EUR,15015459848574,Top Pointelle Cami Pyjama – crema,Pointelle Cami Pyjama Top - Cream,Lounge Underwear,Moda mujer,Pijamas,women-fashion,"Top Pointelle Cami Pyjama – crema de Lounge. Tallas disponibles: L, XL, XXL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Top Pointelle Cami Pyjama – crema. Disponible en Lounge EU desde 17.50 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1WHITEPOINTELLEPYJHAMACAMITOP.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2WHITEPOINTELLEPYJHAMACAMITOP.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3WHITEPOINTELLEPYJHAMACAMITOP.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4WHITEPOINTELLEPYJHAMACAMITOP.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5WHITEPOINTELLEPYJHAMACAMITOP.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6WHITEPOINTELLEPYJHAMACAMITOP.jpg?v=1744790340,crema,"L,XL,XXL",17.5,35.0,50,in_stock,new,True,Sleep,"top,pointelle,cami,pyjama,crema,lounge,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15015459848574&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fpointelle-cami-pyjama-top-cream&intsrc=CATF_35417,https://eu.lounge.com/products/pointelle-cami-pyjama-top-cream,2025-03-26,B,18,3,6,borrador_controlado_revisar_antes_de_publicar
lounge-15015459586430-es,lounge-eu,ES,EUR,15015459586430,Top Pointelle Cami Pyjama – rosa floral,Pointelle Cami Pyjama Top - Pink Floral,Lounge Underwear,Moda mujer,Pijamas,women-fashion,"Top Pointelle Cami Pyjama – rosa floral de Lounge. Tallas disponibles: L, XL, XXL. El precio y el stock se confirman en la tienda antes de finalizar la compra.",Top Pointelle Cami Pyjama – rosa floral. Disponible en Lounge EU desde 17.50 €.,https://cdn.shopify.com/s/files/1/0081/9006/6724/files/1PINKFLORALPOINTELLEPYJAMACAMITOP.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/2PINKFLORALPOINTELLEPYJAMACAMITOP.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/3PINKFLORALPOINTELLEPYJAMACAMITOP.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/4PINKFLORALPOINTELLEPYJAMACAMITOP.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/5PINKFLORALPOINTELLEPYJAMACAMITOP.jpg?v=1744790340|https://cdn.shopify.com/s/files/1/0081/9006/6724/files/6PINKFLORALPOINTELLEPYJAMACAMITOP.jpg?v=1744790340,rosa floral,"L,XL,XXL",17.5,35.0,50,in_stock,new,True,Sleep,"top,pointelle,cami,pyjama,rosa,floral,lounge,pijamas",https://loungeeu.sjv.io/c/7518894/3973367/54841?prodsku=15015459586430&u=https%3A%2F%2Feu.lounge.com%2Fproducts%2Fpointelle-cami-pyjama-top-pink-floral&intsrc=CATF_35417,https://eu.lounge.com/products/pointelle-cami-pyjama-top-pink-floral,2025-03-26,B,18,3,6,borrador_controlado_revisar_antes_de_publicar
